strategy,symbol,sessions,trades,trades_per_session,win_rate,expectancy_pct,expectancy_bps,gross_bps,cost_bps,payoff_ratio,profit_factor,t_stat,p_value,kelly,suggested_size,stdev_pct,trades_needed,avg_bars_held,bonferroni_t_bar,clears_bar
Stochastic reversion,QQQ,383,429,1.1201044386422976,0.5174825174825175,-0.034516853824900114,-3.4516853824900116,-1.331685382490011,2.12,0.7117803378738002,0.7633586232269742,-1.5687906951453578,0.11669671724904185,0.0,0.0,0.45571659594826064,,18.766899766899765,3.3840362518645586,False
Stochastic reversion,IWM,383,448,1.1697127937336815,0.53125,-0.006019741763164025,-0.6019741763164025,1.4980258236835975,2.1,0.8444128716069569,0.9570012544878844,-0.27661856530235424,0.782073007715788,0.0,0.0,0.46061231341440817,,18.426339285714285,3.3840362518645586,False
Stochastic reversion,AAPL,383,461,1.2036553524804177,0.4880694143167028,-0.06456838778322321,-6.456838778322322,-2.456838778322321,4.0,0.7222438773438403,0.6885799678066274,-2.1732052547337197,0.029764872475854798,0.0,0.0,0.6379250536335423,,20.507592190889373,3.3840362518645586,False
Stochastic reversion,NVDA,209,236,1.1291866028708133,0.5084745762711864,0.03216112684902023,3.216112684902023,7.216112684902025,4.0,1.0972071652457536,1.135041895081814,0.4801821168844609,0.6310979017402236,0.0604958906610526,0.01512397266526315,1.028919212343157,8025.0,18.45762711864407,3.3840362518645586,False
Stochastic reversion,ALL,1741,2005,1.1516369902354968,0.5072319201995013,-0.025796996872270557,-2.579699687227056,0.07544744494252026,,0.8178681272728537,0.8418743779721581,-1.980531430470925,0.04764384522464615,0.0,0.0,0.5832363730479719,,19.152618453865337,3.3840362518645586,False
Turtle breakout,SPY,383,364,0.9503916449086162,0.4010989010989011,0.012534069713615467,1.2534069713615468,2.8434069713615466,1.59,1.6930718389502988,1.1338921490217597,0.5882178805131347,0.5563860571703172,0.04736252375036737,0.011840630937591842,0.40654121029711443,8248.0,19.23901098901099,3.3840362518645586,False
Turtle breakout,QQQ,383,356,0.9295039164490861,0.3792134831460674,0.0037771180481875116,0.37771180481875116,2.4977118048187514,2.12,1.68624507414722,1.0300592081894782,0.11788361586446497,0.9061598753674356,0.01106621536657143,0.0027665538416428576,0.6045498373772364,200845.0,19.25,3.3840362518645586,False
Turtle breakout,IWM,383,356,0.9295039164490861,0.41292134831460675,0.005304104705410018,0.5304104705410018,2.6304104705410025,2.1,1.4737958397836324,1.0365932461636076,0.20311562668870314,0.8390446579773696,0.014576722934484865,0.003644180733621216,0.4927126930512413,67652.0,18.35674157303371,3.3840362518645586,False
Turtle breakout,AAPL,383,337,0.8798955613577023,0.3560830860534125,-0.03940189590464941,-3.940189590464941,0.05981040953505954,4.0,1.4343157709854926,0.7931700116048808,-1.4599567832638372,0.1443019516951476,0.0,0.0,0.4954411436363652,,16.961424332344215,3.3840362518645586,False
Turtle breakout,NVDA,209,175,0.8373205741626795,0.37714285714285717,0.012360766520694677,1.2360766520694677,5.2360766520694675,4.0,1.7324577404573698,1.0490111089007927,0.13408490530266615,0.8933354356761576,0.017620585221402862,0.004405146305350716,1.2195076751581584,76313.0,18.66857142857143,3.3840362518645586,False
Turtle breakout,ALL,1741,1588,0.9121194715680643,0.3866498740554156,-0.0020906726087585167,-0.20906726087585167,2.391109061542284,,1.564259902635518,0.9860940248646899,-0.13353061150963474,0.8937737565519044,0.0,0.0,0.6239222025576325,,18.497481108312343,3.3840362518645586,False
VWAP reversion,AAPL,383,1,0.0026109660574412533,1.0,1.666349206349201,166.6349206349201,170.6349206349201,4.0,0.0,,,,0.0,0.0,0.0,,13.0,3.3840362518645586,False
VWAP reversion,NVDA,209,1,0.004784688995215311,0.0,-0.29508876047686455,-29.508876047686456,-25.508876047686453,4.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,3.3840362518645586,False
VWAP reversion,ALL,592,2,0.0033783783783783786,0.5,0.6856302229361682,68.56302229361681,72.56302229361683,,5.64694230866799,5.64694230866799,0.6991097700077994,0.48448343326693033,0.41145650642959364,0.10286412660739841,1.3869460872194654,33.0,8.5,3.3840362518645586,False
Volatility breakout,SPY,383,578,1.5091383812010444,0.36678200692041524,-0.00024646144268234446,-0.024646144268234447,1.5653538557317659,1.59,1.7212984460858065,0.9970362583884999,-0.017542798283137585,0.986003589998951,0.0,0.0,0.33776452631468196,,13.153979238754324,3.3840362518645586,False
