label,leg,n,mean_bps,ann_ret_arith_pct,ann_ret_geom_pct,ann_vol_pct,sharpe,t,p,win_rate,start,end,symbol,period
TXN|full,intraday,9239,5.016073671993426,12.640505653423434,7.2170132104936835,33.73743601459952,0.37467297894106094,2.26863478313555,0.02329054455899593,0.5030847494317566,1990-01-03,2026-09-10,TXN,full
TXN|full,total,9239,8.88108832036325,22.380342567315388,15.628768793136881,39.733008174668164,0.5632682647367236,3.410574152504205,0.0006482625378569917,0.5040588808312588,1990-01-03,2026-09-10,TXN,full
UNH|full,overnight,9239,5.050331048178759,12.72683424141047,11.59315510065432,18.56427043504984,0.6855553136837456,4.151018935985253,3.309983761679014e-05,0.5508171880073601,1990-01-03,2026-09-10,UNH,full
UNH|full,intraday,9239,5.313217616680668,13.389308394035282,9.036980748524295,30.807842176021744,0.43460714702233855,2.631534554535579,0.008500022292414755,0.5047083017642602,1990-01-03,2026-09-10,UNH,full
UNH|full,total,9239,10.408861982899811,26.230332196907526,21.677807043771303,36.15706513738363,0.7254552352974958,4.392611885317144,1.119969594887138e-05,0.5165061153804524,1990-01-03,2026-09-10,UNH,full
VZ|full,overnight,9239,2.0086068588333132,5.061689284259949,4.43952417171588,11.969238437154045,0.42289150732830416,2.56059667214094,0.010449258739571476,0.5285204026409784,1990-01-03,2026-09-10,VZ,full
VZ|full,intraday,9239,1.7433226749146113,4.393173140784821,2.186176922123309,21.15896988620498,0.2076269858320957,1.2571757998336495,0.20868998428622043,0.4860915683515532,1990-01-03,2026-09-10,VZ,full
VZ|full,total,9239,3.7278251543788485,9.394119389034698,6.722756946733368,24.06297682034167,0.3903972255458173,2.3638446722686624,0.01808639386146238,0.49637406645740884,1990-01-03,2026-09-10,VZ,full
WFC|full,overnight,9239,3.546464203565316,8.937089792984597,7.188151854825479,20.183167257487554,0.4427991741320538,2.681137057758564,0.007337245784909019,0.524732113865137,1990-01-03,2026-09-10,WFC,full
WFC|full,intraday,9239,3.7935983589280413,9.559867864498663,5.3716834037450205,29.49565416647809,0.3241110643127721,1.9624837536381425,0.04970619025952949,0.49009633077172854,1990-01-03,2026-09-10,WFC,full
WFC|full,total,9239,7.286823846396874,18.36279609292012,12.945960018792166,35.42378053155797,0.5183748266665458,3.1387455956960864,0.001696726846741603,0.4942093300140708,1990-01-03,2026-09-10,WFC,full
